student_id,semester,branch,attendance_percentage,study_hours_per_week,assignment_completion_percentage,previous_sgpa,previous_cgpa,backlog_count,current_failed_courses,low_performance_course_count,performance_trend,INDEPENDENT_RISK_LABEL
6503,7,ECE,84.91,5.27,84.48,7.73,7.12,1,0,0,DECLINING,MEDIUM
6503,8,ECE,74.43,16.52,71.27,7.0,7.11,1,0,0,IMPROVING,HIGH
6504,1,CE,91.02,23.53,92.49,,,0,0,0,STABLE,LOW
6504,2,CE,89.41,15.81,89.25,8.13,8.13,0,0,0,STABLE,LOW
6504,3,CE,78.8,23.01,96.84,8.2,8.17,0,0,0,STABLE,LOW
6504,4,CE,78.29,22.19,84.84,8.0,8.12,0,0,0,IMPROVING,LOW
6504,5,CE,91.84,18.97,91.82,8.73,8.25,0,0,0,STABLE,LOW
6504,6,CE,86.94,15.12,100.0,8.5,8.29,0,0,0,IMPROVING,LOW
6504,7,CE,93.63,12.22,86.41,9.0,8.42,0,0,0,DECLINING,LOW
6504,8,CE,78.03,20.88,80.97,8.67,8.44,0,0,0,STABLE,MEDIUM
6505,1,EEE,80.42,10.99,75.17,,,0,0,0,STABLE,MEDIUM
6505,2,EEE,78.44,13.16,83.55,7.77,7.77,0,0,0,DECLINING,MEDIUM
6505,3,EEE,79.41,8.96,67.29,7.36,7.56,0,0,0,STABLE,MEDIUM
6505,4,EEE,79.53,19.33,81.23,7.62,7.58,0,0,0,IMPROVING,LOW
6505,5,EEE,76.43,11.49,80.64,8.45,7.76,0,0,0,DECLINING,MEDIUM
6505,6,EEE,85.9,10.51,73.46,7.77,7.77,0,0,0,IMPROVING,LOW
6505,7,EEE,70.98,16.13,68.78,8.23,7.84,0,0,0,STABLE,LOW
6505,8,EEE,82.68,3.75,53.86,8.5,7.93,0,0,1,DECLINING,MEDIUM
6506,1,CSE,83.74,28.82,100.0,,,0,0,0,STABLE,LOW
6506,2,CSE,88.13,27.7,100.0,8.36,8.36,0,0,0,IMPROVING,LOW
6506,3,CSE,69.68,19.73,90.19,9.07,8.76,0,0,0,DECLINING,MEDIUM
6506,4,CSE,80.46,25.69,100.0,7.0,8.22,0,0,0,IMPROVING,LOW
6506,5,CSE,81.25,21.43,100.0,8.0,8.16,0,0,0,DECLINING,LOW
6506,6,CSE,82.37,25.99,98.46,7.57,8.03,1,1,1,DECLINING,MEDIUM
6506,7,CSE,97.95,35.83,100.0,6.57,7.77,1,0,0,IMPROVING,LOW
6506,8,CSE,76.28,21.46,100.0,8.88,7.87,1,0,0,DECLINING,MEDIUM
6507,1,CE,69.23,10.22,56.13,,,0,0,0,STABLE,LOW
6507,2,CE,60.8,8.02,69.93,9.2,9.2,0,0,0,IMPROVING,LOW
6507,3,CE,62.45,8.07,78.91,9.6,9.4,0,0,0,DECLINING,LOW
6507,4,CE,72.75,10.08,68.56,9.0,9.29,0,0,0,IMPROVING,LOW
6507,5,CE,81.84,8.96,57.66,9.45,9.32,0,0,0,STABLE,LOW
6507,6,CE,66.6,6.24,61.66,9.5,9.35,0,0,0,STABLE,LOW
6507,7,CE,69.55,13.27,79.38,9.79,9.43,0,0,0,STABLE,LOW
6507,8,CE,77.63,8.98,58.58,10.0,9.49,0,0,0,STABLE,LOW
6508,3,EEE,73.11,16.16,83.49,,,0,0,0,STABLE,LOW
6508,4,EEE,67.8,21.49,90.78,9.46,9.46,0,0,0,STABLE,LOW
6508,5,EEE,71.6,14.28,87.34,9.73,9.58,0,0,0,DECLINING,LOW
6508,6,EEE,70.68,11.86,65.56,9.31,9.49,0,0,0,STABLE,LOW
6508,7,EEE,62.6,12.48,86.51,9.15,9.4,0,0,0,DECLINING,LOW
6508,8,EEE,66.61,13.28,82.45,8.25,9.18,0,0,0,IMPROVING,LOW
6509,1,CSE,66.9,19.28,97.87,,,0,0,1,STABLE,MEDIUM
6509,2,CSE,74.92,21.78,85.64,6.27,6.27,0,0,0,IMPROVING,LOW
6509,3,CSE,73.78,23.99,100.0,8.07,7.28,0,0,0,DECLINING,MEDIUM
6509,4,CSE,73.62,20.52,77.16,7.55,7.36,0,0,0,STABLE,MEDIUM
6509,5,CSE,74.39,20.8,79.28,7.4,7.37,0,0,0,DECLINING,MEDIUM
6509,6,CSE,88.87,20.27,86.03,7.07,7.31,1,1,1,DECLINING,MEDIUM
6509,7,CSE,73.77,22.97,81.94,5.93,7.06,1,0,2,STABLE,MEDIUM
6509,8,CSE,61.97,11.88,83.41,6.12,6.98,2,1,1,DECLINING,HIGH
6510,1,ECE,58.78,26.38,96.77,,,0,0,0,STABLE,LOW
6510,2,ECE,59.23,23.58,94.13,9.75,9.75,0,0,0,DECLINING,LOW
6510,3,ECE,51.68,23.96,91.55,9.07,9.38,0,0,0,IMPROVING,MEDIUM
6510,4,ECE,50.35,19.3,83.4,9.44,9.4,0,0,0,DECLINING,MEDIUM
6510,5,ECE,69.56,21.84,83.1,8.5,9.17,0,0,0,IMPROVING,LOW
6510,6,ECE,63.8,27.38,91.6,9.07,9.15,0,0,0,STABLE,LOW
6510,7,ECE,59.76,17.12,90.95,8.91,9.11,0,0,0,DECLINING,MEDIUM
6510,8,ECE,53.54,29.24,75.58,8.17,8.98,0,0,0,IMPROVING,MEDIUM
6511,1,ME,99.05,30.71,100.0,,,0,0,0,STABLE,LOW
6511,2,ME,82.54,40.0,100.0,10.0,10.0,0,0,0,STABLE,LOW
6511,3,ME,85.23,36.15,100.0,10.0,10.0,0,0,0,STABLE,LOW
6511,4,ME,93.97,26.94,100.0,10.0,10.0,0,0,0,STABLE,LOW
6511,5,ME,85.46,35.34,100.0,9.8,9.95,0,0,0,STABLE,LOW
6511,6,ME,85.69,31.17,100.0,9.82,9.93,0,0,0,STABLE,LOW
6511,7,ME,79.75,35.28,100.0,9.79,9.9,0,0,0,DECLINING,LOW
6511,8,ME,87.5,35.4,100.0,9.4,9.85,0,0,0,IMPROVING,LOW
6512,1,CSE,74.86,18.68,78.21,,,0,0,0,STABLE,MEDIUM
6512,2,CSE,76.22,11.73,87.3,7.0,7.0,1,1,3,DECLINING,HIGH
6512,3,CSE,66.23,20.23,85.3,4.86,5.8,1,0,2,IMPROVING,HIGH
6512,4,CSE,69.63,16.78,82.99,6.0,5.86,1,0,0,IMPROVING,MEDIUM
6512,5,CSE,71.22,12.98,86.73,7.8,6.43,1,0,1,DECLINING,MEDIUM
6512,6,CSE,67.75,16.88,81.9,6.64,6.48,1,0,3,STABLE,HIGH
6512,7,CSE,72.59,21.57,85.99,6.36,6.46,1,0,1,STABLE,HIGH
6512,8,CSE,73.91,23.35,91.0,6.38,6.45,1,0,0,IMPROVING,MEDIUM
6513,1,ECE,68.3,11.06,56.59,,,0,0,0,STABLE,MEDIUM
6513,2,ECE,60.27,5.03,58.25,7.75,7.75,0,0,2,DECLINING,MEDIUM
6513,3,ECE,66.83,6.95,66.25,7.07,7.38,0,0,0,STABLE,MEDIUM
6513,4,ECE,73.25,2.0,43.67,6.78,7.23,0,0,0,IMPROVING,LOW
6513,5,ECE,66.62,3.63,47.77,7.5,7.3,0,0,3,DECLINING,MEDIUM
6513,6,ECE,75.72,8.03,63.34,6.36,7.08,0,0,0,IMPROVING,LOW
6513,7,ECE,68.21,5.4,41.82,7.73,7.18,0,0,0,IMPROVING,LOW
6513,8,ECE,65.46,3.58,66.12,8.58,7.38,0,0,1,DECLINING,MEDIUM
6514,1,CSE,79.52,18.47,75.35,,,0,0,1,STABLE,LOW
6514,2,CSE,73.15,16.94,86.89,7.45,7.45,0,0,1,IMPROVING,MEDIUM
6514,3,CSE,68.6,5.59,86.65,8.0,7.76,0,0,0,DECLINING,MEDIUM
6514,4,CSE,73.14,19.85,67.87,7.0,7.53,0,0,1,IMPROVING,LOW
6514,5,CSE,66.63,22.42,67.0,7.8,7.61,0,0,0,DECLINING,MEDIUM
6514,6,CSE,75.97,13.96,72.57,7.43,7.57,0,0,0,STABLE,MEDIUM
6514,7,CSE,74.23,18.43,76.15,7.57,7.57,0,0,0,IMPROVING,LOW
6514,8,CSE,74.43,10.38,71.79,9.25,7.72,0,0,0,DECLINING,MEDIUM
6515,1,ME,77.52,12.32,71.69,,,0,0,2,STABLE,MEDIUM
6515,2,ME,85.73,9.98,77.49,6.33,6.33,0,0,0,IMPROVING,LOW
6515,3,ME,81.12,10.32,90.85,7.43,6.86,0,0,0,DECLINING,MEDIUM
6515,4,ME,68.95,16.94,79.46,6.92,6.88,0,0,0,IMPROVING,MEDIUM
6515,5,ME,73.37,16.82,88.59,7.8,7.12,0,0,0,STABLE,LOW
6515,6,ME,69.84,11.4,70.07,7.82,7.24,0,0,2,DECLINING,MEDIUM
6515,7,ME,82.97,15.0,77.8,6.64,7.14,0,0,0,IMPROVING,LOW
6515,8,ME,64.56,14.03,68.35,8.3,7.26,0,0,0,DECLINING,MEDIUM
6516,3,CSE,88.35,16.66,81.7,,,0,0,2,STABLE,LOW
6516,4,CSE,78.0,24.13,81.44,6.55,6.55,0,0,0,STABLE,MEDIUM
6516,5,CSE,85.63,24.16,87.57,6.8,6.69,0,0,1,IMPROVING,MEDIUM
6516,6,CSE,84.57,19.98,89.31,7.14,6.85,0,0,0,STABLE,MEDIUM
6516,7,CSE,85.67,26.15,100.0,7.14,6.93,0,0,1,IMPROVING,LOW
6516,8,CSE,85.09,16.94,83.46,8.0,7.06,0,0,1,DECLINING,MEDIUM
6517,1,ME,64.11,3.66,72.23,,,0,0,0,STABLE,MEDIUM
6517,2,ME,66.44,7.31,78.58,7.4,7.4,0,0,1,IMPROVING,MEDIUM
6517,3,ME,51.41,2.0,74.09,7.79,7.59,0,0,1,DECLINING,HIGH
6517,4,ME,55.26,13.52,69.42,6.75,7.34,0,0,0,IMPROVING,LOW
6517,5,ME,59.12,13.33,76.71,8.4,7.62,0,0,1,DECLINING,MEDIUM
6517,6,ME,49.94,5.82,68.41,6.91,7.51,0,0,2,DECLINING,HIGH
6517,7,ME,53.13,9.68,63.75,6.36,7.31,0,0,0,STABLE,MEDIUM
6517,8,ME,40.93,20.53,69.87,6.4,7.21,0,0,0,IMPROVING,MEDIUM
6518,1,CE,69.19,8.63,74.11,,,0,0,0,STABLE,MEDIUM
6518,2,CE,70.87,8.08,70.22,6.6,6.6,0,0,2,IMPROVING,MEDIUM
6518,3,CE,85.34,8.71,77.13,7.2,6.9,0,0,0,STABLE,MEDIUM
6518,4,CE,74.83,13.67,70.6,7.0,6.93,0,0,0,IMPROVING,MEDIUM
6518,5,CE,77.25,9.44,82.62,7.55,7.06,0,0,1,DECLINING,MEDIUM
6518,6,CE,75.58,10.07,74.2,6.5,6.95,0,0,0,STABLE,MEDIUM
6518,7,CE,83.81,7.34,72.33,6.79,6.92,0,0,1,STABLE,MEDIUM
6518,8,CE,96.7,6.84,60.33,6.67,6.9,0,0,0,IMPROVING,LOW
6519,1,ECE,59.23,11.43,81.06,,,0,0,0,STABLE,MEDIUM
6519,2,ECE,67.62,12.86,83.4,8.75,8.75,0,0,0,STABLE,LOW
6519,3,ECE,66.31,26.34,99.73,8.5,8.62,0,0,0,IMPROVING,LOW
6519,4,ECE,76.01,19.46,85.5,10.0,8.97,0,0,0,DECLINING,LOW
6519,5,ECE,67.26,13.14,77.6,8.5,8.85,0,0,0,IMPROVING,LOW
6519,6,ECE,66.62,18.59,94.87,9.21,8.93,1,1,1,IMPROVING,LOW
6519,7,ECE,77.23,14.67,75.88,9.73,9.06,1,0,0,STABLE,LOW
6519,8,ECE,49.31,12.2,82.09,10.0,9.19,1,0,0,DECLINING,MEDIUM
6520,3,EEE,100.0,27.75,100.0,,,0,0,0,STABLE,MEDIUM
6520,4,EEE,85.97,30.32,88.86,6.54,6.54,0,0,0,IMPROVING,MEDIUM
6520,5,EEE,84.84,27.45,100.0,7.0,6.75,0,0,2,DECLINING,MEDIUM
6520,6,EEE,100.0,26.48,100.0,6.54,6.68,0,0,3,STABLE,MEDIUM
6520,7,EEE,87.34,28.31,100.0,6.31,6.58,0,0,2,IMPROVING,MEDIUM
6520,8,EEE,100.0,31.34,100.0,7.0,6.66,0,0,0,STABLE,MEDIUM
6521,1,CE,73.83,21.49,100.0,,,0,0,0,STABLE,LOW
6521,2,CE,72.57,20.48,84.08,9.13,9.13,0,0,0,DECLINING,LOW
6521,3,CE,70.53,21.75,90.09,8.33,8.73,0,0,0,IMPROVING,LOW
6521,4,CE,67.2,20.11,87.74,8.75,8.74,0,0,0,DECLINING,MEDIUM
6521,5,CE,76.1,24.41,84.4,8.0,8.58,0,0,0,IMPROVING,LOW
6521,6,CE,78.1,27.55,83.32,8.75,8.62,0,0,0,IMPROVING,LOW
6521,7,CE,71.42,22.09,93.16,9.14,8.71,1,1,1,DECLINING,HIGH
6521,8,CE,73.88,26.56,99.7,5.33,8.36,1,0,0,IMPROVING,LOW
6522,1,EEE,100.0,16.63,99.09,,,2,2,5,STABLE,HIGH
6522,2,EEE,100.0,20.1,87.37,3.31,3.31,2,0,4,IMPROVING,MEDIUM
6522,3,EEE,94.84,14.05,93.33,5.64,4.52,6,4,5,DECLINING,HIGH
6522,4,EEE,99.02,24.7,98.23,0.77,3.3,6,0,3,IMPROVING,HIGH
6522,5,EEE,97.04,28.34,88.95,5.82,3.84,6,0,5,DECLINING,HIGH
6522,6,EEE,100.0,18.89,94.1,5.23,4.12,7,1,4,STABLE,HIGH
6522,7,EEE,100.0,23.45,87.17,5.08,4.29,8,1,2,STABLE,HIGH
6522,8,EEE,100.0,23.61,94.35,5.0,4.38,8,0,2,IMPROVING,HIGH
6523,1,EEE,76.19,21.3,86.48,,,0,0,1,STABLE,MEDIUM
6523,2,EEE,84.36,21.48,84.81,7.08,7.08,0,0,1,DECLINING,MEDIUM
6523,3,EEE,76.12,16.05,93.58,6.36,6.7,0,0,0,IMPROVING,MEDIUM
6523,4,EEE,70.39,18.78,88.31,6.77,6.72,0,0,1,STABLE,MEDIUM
6523,5,EEE,79.86,20.15,100.0,6.55,6.69,0,0,1,IMPROVING,LOW
6523,6,EEE,77.44,11.0,76.23,7.38,6.83,0,0,3,DECLINING,MEDIUM
6523,7,EEE,76.0,19.07,82.75,5.54,6.61,0,0,2,IMPROVING,MEDIUM
6523,8,EEE,69.24,14.18,95.24,6.58,6.61,0,0,0,IMPROVING,MEDIUM
6524,1,ME,60.91,21.51,87.53,,,0,0,0,STABLE,LOW
6524,2,ME,56.81,17.39,100.0,9.33,9.33,0,0,0,STABLE,MEDIUM
6524,3,ME,73.11,19.29,90.63,9.43,9.38,0,0,0,IMPROVING,LOW
6524,4,ME,63.53,22.58,91.55,10.0,9.56,0,0,0,STABLE,LOW
6524,5,ME,68.01,36.36,100.0,10.0,9.68,0,0,0,STABLE,LOW
6524,6,ME,75.0,25.03,100.0,10.0,9.73,0,0,0,STABLE,LOW
6524,7,ME,64.21,26.51,100.0,9.79,9.74,1,1,1,DECLINING,HIGH
6524,8,ME,67.49,27.59,100.0,7.0,9.44,1,0,0,IMPROVING,LOW
6525,1,ECE,40.0,10.24,60.55,,,0,0,2,STABLE,HIGH
6525,2,ECE,50.64,19.31,78.67,6.0,6.0,0,0,0,IMPROVING,MEDIUM
6525,3,ECE,55.17,20.48,73.32,7.64,6.88,0,0,0,IMPROVING,LOW
6525,4,ECE,57.69,17.94,81.47,8.22,7.23,0,0,2,DECLINING,MEDIUM
6525,5,ECE,51.37,19.86,76.04,6.25,6.98,0,0,0,IMPROVING,HIGH
6525,6,ECE,61.17,11.39,86.51,7.14,7.02,0,0,1,IMPROVING,MEDIUM
6525,7,ECE,43.77,12.56,67.89,7.45,7.08,0,0,1,DECLINING,MEDIUM
6525,8,ECE,62.37,17.98,82.46,6.67,7.02,0,0,0,IMPROVING,MEDIUM
6526,3,EEE,87.19,10.31,62.19,,,0,0,0,STABLE,LOW
6526,4,EEE,98.32,7.82,77.2,7.92,7.92,0,0,0,DECLINING,LOW
6526,5,EEE,84.71,14.66,93.8,7.18,7.58,0,0,0,IMPROVING,LOW
6526,6,EEE,84.97,15.81,71.02,8.54,7.92,0,0,0,STABLE,LOW
6526,7,EEE,84.08,18.46,73.8,8.31,8.02,0,0,0,IMPROVING,LOW
6526,8,EEE,79.37,17.85,70.47,8.75,8.16,0,0,0,STABLE,LOW
6527,1,ME,79.99,24.1,85.4,,,0,0,0,STABLE,LOW
6527,2,ME,72.72,17.51,91.59,8.6,8.6,0,0,0,IMPROVING,LOW
6527,3,ME,77.5,12.63,94.45,8.93,8.76,0,0,0,STABLE,MEDIUM
6527,4,ME,71.42,22.61,91.36,8.83,8.78,0,0,0,STABLE,LOW
6527,5,ME,74.85,19.36,98.9,8.6,8.73,0,0,0,IMPROVING,LOW
6527,6,ME,77.8,13.81,78.77,8.91,8.76,0,0,0,DECLINING,LOW
6527,7,ME,75.28,19.3,96.7,7.86,8.6,0,0,0,STABLE,LOW
6527,8,ME,74.13,23.92,85.27,7.8,8.52,0,0,0,IMPROVING,LOW
6528,3,EEE,62.87,23.05,86.19,,,0,0,0,STABLE,MEDIUM
6528,4,EEE,69.29,15.72,98.17,8.08,8.08,0,0,1,DECLINING,MEDIUM
6528,5,EEE,70.84,18.22,93.23,7.09,7.62,0,0,1,STABLE,HIGH
6528,6,EEE,76.53,17.79,98.81,7.31,7.51,0,0,0,STABLE,MEDIUM
6528,7,EEE,64.66,20.8,96.52,7.46,7.5,0,0,1,STABLE,MEDIUM
6528,8,EEE,65.11,21.44,100.0,7.42,7.48,0,0,0,IMPROVING,LOW
6529,1,ME,66.67,15.43,70.16,,,0,0,0,STABLE,LOW
6529,2,ME,66.6,16.99,81.6,9.8,9.8,0,0,0,STABLE,LOW
6529,3,ME,72.75,16.82,82.3,9.86,9.83,0,0,0,DECLINING,LOW
6529,4,ME,75.95,14.06,69.18,9.42,9.71,0,0,0,IMPROVING,LOW
6529,5,ME,80.9,18.66,76.03,10.0,9.79,0,0,0,STABLE,LOW
6529,6,ME,67.27,10.8,70.66,10.0,9.82,0,0,0,DECLINING,LOW
6529,7,ME,65.63,18.37,74.86,9.36,9.74,0,0,0,STABLE,LOW
6529,8,ME,69.59,9.0,84.75,9.5,9.71,0,0,0,IMPROVING,LOW
6530,1,ME,61.49,12.83,76.11,,,0,0,2,STABLE,HIGH
6530,2,ME,59.79,18.4,67.67,6.67,6.67,0,0,0,IMPROVING,MEDIUM
6530,3,ME,66.99,12.52,55.13,7.07,6.86,0,0,0,STABLE,LOW
6530,4,ME,72.23,12.11,67.6,6.92,6.88,0,0,3,DECLINING,MEDIUM
6530,5,ME,56.56,19.71,60.33,6.2,6.7,0,0,2,STABLE,HIGH
6530,6,ME,66.74,14.93,77.83,5.91,6.57,0,0,1,IMPROVING,MEDIUM
6530,7,ME,53.62,18.46,62.39,6.79,6.6,0,0,1,DECLINING,MEDIUM
6530,8,ME,61.58,12.75,71.8,6.0,6.54,0,0,0,IMPROVING,MEDIUM
6531,1,ME,100.0,36.27,96.56,,,0,0,0,STABLE,LOW
6531,2,ME,100.0,25.4,100.0,9.33,9.33,0,0,0,DECLINING,LOW
6531,3,ME,100.0,25.6,100.0,8.57,8.97,0,0,0,IMPROVING,LOW
6531,4,ME,100.0,33.84,100.0,9.0,8.98,0,0,1,DECLINING,LOW
6531,5,ME,100.0,28.04,100.0,8.0,8.71,0,0,0,IMPROVING,LOW
6531,6,ME,97.9,23.81,100.0,8.91,8.75,0,0,0,DECLINING,LOW
6531,7,ME,100.0,28.67,100.0,8.0,8.62,0,0,0,IMPROVING,LOW
6531,8,ME,95.81,25.48,100.0,8.7,8.63,0,0,0,IMPROVING,LOW
6532,1,CSE,86.17,15.99,100.0,,,0,0,0,STABLE,LOW
6532,2,CSE,87.07,21.98,100.0,8.36,8.36,0,0,0,IMPROVING,LOW
6532,3,CSE,91.53,23.58,100.0,9.14,8.8,0,0,0,DECLINING,LOW
6532,4,CSE,71.52,18.11,100.0,8.73,8.78,0,0,0,DECLINING,MEDIUM
6532,5,CSE,85.68,25.87,93.0,7.2,8.31,0,0,1,IMPROVING,LOW
6532,6,CSE,86.97,24.74,100.0,8.14,8.28,0,0,0,STABLE,MEDIUM
6532,7,CSE,73.36,22.33,100.0,8.14,8.25,0,0,0,STABLE,LOW
6532,8,CSE,85.27,22.15,95.47,8.25,8.25,0,0,0,STABLE,LOW
6533,1,ME,70.34,18.14,85.08,,,0,0,0,STABLE,LOW
6533,2,ME,65.64,21.17,84.0,8.4,8.4,0,0,0,STABLE,LOW
6533,3,ME,78.64,13.68,86.26,8.36,8.38,0,0,0,DECLINING,MEDIUM
6533,4,ME,71.82,19.5,79.74,7.42,8.1,0,0,0,IMPROVING,LOW
6533,5,ME,77.65,27.72,93.81,8.2,8.12,0,0,0,IMPROVING,LOW
6533,6,ME,68.69,17.19,92.36,9.0,8.27,0,0,0,DECLINING,MEDIUM
6533,7,ME,81.0,16.42,92.15,8.36,8.28,0,0,0,IMPROVING,LOW
6533,8,ME,65.41,17.68,77.99,9.1,8.37,0,0,1,DECLINING,MEDIUM
6534,1,ECE,88.03,26.34,84.7,,,0,0,0,STABLE,LOW
6534,2,ECE,73.62,14.74,77.82,10.0,10.0,0,0,0,DECLINING,LOW
6534,3,ECE,75.58,25.33,91.78,9.64,9.81,0,0,0,IMPROVING,LOW
6534,4,ECE,77.26,11.01,72.64,10.0,9.86,0,0,0,DECLINING,LOW
6534,5,ECE,86.05,15.01,92.72,9.25,9.7,0,0,0,IMPROVING,LOW
6534,6,ECE,64.58,8.51,75.39,9.71,9.7,0,0,0,DECLINING,LOW
6534,7,ECE,79.55,13.8,100.0,8.73,9.56,0,0,0,STABLE,LOW
6534,8,ECE,78.79,18.15,78.88,8.92,9.46,0,0,0,IMPROVING,LOW
6535,1,CE,61.04,9.1,70.39,,,0,0,0,STABLE,MEDIUM
6535,2,CE,62.75,14.04,84.32,8.27,8.27,0,0,0,DECLINING,MEDIUM
6535,3,CE,55.0,2.0,64.76,7.8,8.03,1,1,1,DECLINING,HIGH
6535,4,CE,63.01,8.25,72.82,5.5,7.31,1,0,0,IMPROVING,MEDIUM
6535,5,CE,63.13,7.84,64.14,8.0,7.45,1,0,1,DECLINING,MEDIUM
6535,6,CE,71.89,16.32,61.09,7.0,7.37,1,0,0,IMPROVING,LOW
6535,7,CE,79.75,16.87,66.41,8.71,7.61,1,0,0,STABLE,LOW
6535,8,CE,71.6,14.24,62.63,8.67,7.72,1,0,1,DECLINING,MEDIUM
6536,1,CE,81.57,14.9,92.97,,,0,0,1,STABLE,MEDIUM
6536,2,CE,70.71,21.17,72.58,7.27,7.27,1,1,1,DECLINING,MEDIUM
6536,3,CE,73.87,15.45,84.86,6.0,6.63,1,0,0,IMPROVING,HIGH
6536,4,CE,90.82,12.72,81.44,6.5,6.6,3,2,2,DECLINING,HIGH
6536,5,CE,70.47,6.43,69.75,5.55,6.38,3,0,2,IMPROVING,HIGH
6536,6,CE,80.41,17.1,87.47,6.0,6.31,3,0,1,IMPROVING,HIGH
6536,7,CE,67.87,17.18,79.5,7.21,6.47,3,0,0,DECLINING,HIGH
6536,8,CE,76.99,19.44,75.44,6.67,6.49,3,0,0,IMPROVING,MEDIUM
6537,3,CSE,88.07,25.82,95.78,,,0,0,0,STABLE,LOW
6537,4,CSE,84.99,24.36,100.0,9.55,9.55,0,0,0,STABLE,LOW
6537,5,CSE,96.29,20.88,100.0,9.4,9.46,0,0,0,STABLE,LOW
6537,6,CSE,91.42,27.35,93.49,9.36,9.43,0,0,0,STABLE,LOW
6537,7,CSE,87.43,28.75,100.0,9.57,9.46,0,0,0,STABLE,LOW
6537,8,CSE,80.32,21.99,88.66,9.62,9.48,0,0,0,DECLINING,LOW
6538,1,EEE,75.44,8.24,51.49,,,0,0,0,STABLE,LOW
6538,2,EEE,79.63,7.49,60.24,7.77,7.77,0,0,0,STABLE,LOW
6538,3,EEE,67.62,14.03,62.32,8.0,7.89,0,0,2,DECLINING,MEDIUM
6538,4,EEE,79.46,10.52,82.93,6.62,7.47,0,0,0,IMPROVING,LOW
6538,5,EEE,77.6,2.0,60.79,7.55,7.49,0,0,0,IMPROVING,LOW
6538,6,EEE,87.51,6.26,79.47,8.08,7.61,0,0,0,STABLE,LOW
6538,7,EEE,72.58,4.4,58.65,8.0,7.68,0,0,0,STABLE,LOW
6538,8,EEE,83.72,5.45,71.45,7.75,7.69,0,0,0,STABLE,MEDIUM
6539,1,ECE,90.73,6.72,81.74,,,0,0,0,STABLE,LOW
6539,2,ECE,76.26,14.17,100.0,8.75,8.75,0,0,0,STABLE,LOW
6539,3,ECE,87.02,21.6,97.55,8.86,8.81,0,0,0,IMPROVING,LOW
6539,4,ECE,84.95,24.6,93.82,9.67,9.03,0,0,0,DECLINING,LOW
6539,5,ECE,86.16,13.13,87.42,8.5,8.89,0,0,0,DECLINING,LOW
6539,6,ECE,73.02,24.13,81.34,8.14,8.72,0,0,0,STABLE,LOW
6539,7,ECE,88.86,28.5,100.0,8.18,8.64,0,0,0,IMPROVING,LOW
6539,8,ECE,88.67,19.6,91.32,9.75,8.8,0,0,0,DECLINING,LOW
6540,1,CE,75.14,2.0,49.84,,,0,0,1,STABLE,MEDIUM
6540,2,CE,76.83,2.0,53.98,7.4,7.4,0,0,1,STABLE,MEDIUM
6540,3,CE,90.5,2.0,60.78,7.47,7.43,0,0,0,IMPROVING,LOW
6540,4,CE,84.18,2.0,53.47,8.0,7.6,1,1,1,DECLINING,MEDIUM
6540,5,CE,78.05,2.0,63.96,5.27,7.11,1,0,0,IMPROVING,MEDIUM
6540,6,CE,84.52,2.0,49.32,7.25,7.14,1,0,0,IMPROVING,MEDIUM
6540,7,CE,76.18,2.0,39.77,8.21,7.33,1,0,0,DECLINING,MEDIUM
6540,8,CE,65.41,6.47,50.04,6.33,7.23,1,0,0,IMPROVING,MEDIUM
6541,1,EEE,65.76,12.41,77.96,,,0,0,0,STABLE,LOW
6541,2,EEE,46.97,10.74,80.14,9.08,9.08,0,0,0,DECLINING,LOW
6541,3,EEE,68.47,9.05,69.68,8.29,8.67,0,0,0,STABLE,LOW
6541,4,EEE,54.67,15.74,95.27,8.15,8.5,0,0,0,STABLE,LOW
6541,5,EEE,72.13,11.2,81.92,8.36,8.47,1,1,1,DECLINING,HIGH
6541,6,EEE,62.66,8.02,76.93,6.77,8.12,1,0,0,IMPROVING,LOW
6541,7,EEE,70.73,11.97,79.27,9.15,8.3,1,0,0,STABLE,MEDIUM
6541,8,EEE,60.64,8.43,64.1,8.92,8.38,1,0,0,DECLINING,MEDIUM
6542,1,EEE,81.69,32.22,98.08,,,0,0,0,STABLE,LOW
6542,2,EEE,65.27,25.49,100.0,8.54,8.54,0,0,0,DECLINING,LOW
6542,3,EEE,79.65,31.13,97.3,7.57,8.04,0,0,0,IMPROVING,LOW
6542,4,EEE,82.34,28.33,100.0,8.15,8.07,1,1,1,STABLE,MEDIUM
6542,5,EEE,68.59,26.08,100.0,8.0,8.06,1,0,0,STABLE,MEDIUM
6542,6,EEE,81.8,26.97,100.0,8.0,8.05,1,0,0,STABLE,MEDIUM
6542,7,EEE,66.23,29.42,100.0,7.92,8.03,1,0,0,DECLINING,MEDIUM
6542,8,EEE,85.61,34.2,100.0,7.5,7.96,1,0,0,IMPROVING,LOW
6543,1,CE,80.22,31.23,100.0,,,0,0,1,STABLE,LOW
6543,2,CE,68.85,34.79,100.0,8.13,8.13,0,0,0,IMPROVING,LOW
6543,3,CE,65.98,26.72,97.5,8.67,8.4,0,0,0,STABLE,LOW
6543,4,CE,72.02,24.81,96.55,8.5,8.43,0,0,0,DECLINING,MEDIUM
6543,5,CE,77.08,21.78,100.0,7.91,8.32,0,0,0,STABLE,LOW
6543,6,CE,83.06,29.28,96.42,7.75,8.22,0,0,0,IMPROVING,LOW
6543,7,CE,68.09,25.22,100.0,8.93,8.34,0,0,0,DECLINING,MEDIUM
