student_id,registration_number,semester,academic_year,attendance_percentage,study_hours_per_week,assignments_completed_percentage,class_participation,sgpa,cgpa,previous_sgpa,previous_cgpa,backlog_count,current_failed_courses,low_performance_course_count,performance_trend
5570,REG2022EEE05570,4,2023,69.79,2.84,78.42,71.47,8.18,8.54,8.85,8.85,0,0,1,DECLINING
5570,REG2022EEE05570,5,2024,78.22,8.53,74.2,62.47,8.85,8.65,8.18,8.54,0,0,0,IMPROVING
5570,REG2022EEE05570,6,2024,65.4,6.72,81.66,84.42,7.46,8.34,8.85,8.65,0,0,0,DECLINING
5570,REG2022EEE05570,7,2025,78.89,13.4,61.48,81.5,8.58,8.39,7.46,8.34,0,0,0,IMPROVING
5570,REG2022EEE05570,8,2025,67.85,6.31,53.16,68.24,8.13,8.34,8.58,8.39,0,0,0,DECLINING
5571,REG2022ME05571,1,2022,86.25,18.33,94.85,64.64,7.53,7.53,,,0,0,0,STABLE
5571,REG2022ME05571,2,2022,80.02,17.45,67.74,55.05,8.14,7.83,7.53,7.53,0,0,0,IMPROVING
5571,REG2022ME05571,3,2023,85.6,15.7,87.73,55.88,7.42,7.71,8.14,7.83,0,0,0,DECLINING
5571,REG2022ME05571,4,2023,91.92,13.26,87.88,67.39,6.4,7.36,7.42,7.71,1,1,1,DECLINING
5571,REG2022ME05571,5,2024,88.97,14.06,79.57,68.69,7.91,7.45,6.4,7.36,1,0,0,IMPROVING
5571,REG2022ME05571,6,2024,92.36,14.38,87.62,70.25,7.36,7.43,7.91,7.45,1,0,1,DECLINING
5571,REG2022ME05571,7,2025,97.29,11.18,81.68,53.95,8.4,7.54,7.36,7.43,1,0,0,IMPROVING
5571,REG2022ME05571,8,2025,100.0,16.51,100.0,75.72,8.56,7.69,8.4,7.54,1,0,0,STABLE
5572,REG2021CE05572,1,2021,71.3,21.48,87.4,62.75,6.73,6.73,,,0,0,1,STABLE
5572,REG2021CE05572,2,2021,68.01,19.4,78.57,69.67,6.33,6.53,6.73,6.73,0,0,2,DECLINING
5572,REG2021CE05572,3,2022,68.99,21.72,82.73,53.72,5.0,6.1,6.33,6.53,1,1,1,DECLINING
5572,REG2021CE05572,4,2022,70.96,19.3,69.61,45.42,5.09,5.89,5.0,6.1,2,1,1,STABLE
5572,REG2021CE05572,5,2023,65.67,11.61,91.43,34.71,4.75,5.68,5.09,5.89,4,2,3,DECLINING
5572,REG2021CE05572,6,2023,67.89,23.65,89.78,31.2,6.57,5.84,4.75,5.68,4,0,1,IMPROVING
5572,REG2021CE05572,7,2024,77.37,21.52,91.2,50.69,7.0,5.95,6.57,5.84,4,0,1,IMPROVING
5572,REG2021CE05572,8,2024,78.13,18.22,83.42,37.39,7.17,6.1,7.0,5.95,4,0,1,STABLE
5573,REG2023ME05573,1,2023,78.34,19.19,100.0,89.41,10.0,10.0,,,0,0,0,STABLE
5573,REG2023ME05573,2,2023,87.79,25.99,100.0,100.0,9.86,9.93,10.0,10.0,0,0,0,STABLE
5573,REG2023ME05573,3,2024,78.23,23.26,95.93,86.5,10.0,9.95,9.86,9.93,0,0,0,STABLE
5573,REG2023ME05573,4,2024,87.43,15.71,99.89,89.91,9.8,9.91,10.0,9.95,0,0,0,STABLE
5573,REG2023ME05573,5,2025,82.13,11.42,89.36,83.27,9.45,9.84,9.8,9.91,0,0,0,DECLINING
5573,REG2023ME05573,6,2025,92.01,25.74,92.68,99.02,9.57,9.79,9.45,9.84,0,0,0,STABLE
5573,REG2023ME05573,7,2026,81.23,20.02,82.19,98.28,10.0,9.81,9.57,9.79,0,0,0,IMPROVING
5573,REG2023ME05573,8,2026,88.52,20.36,99.25,86.96,9.44,9.76,10.0,9.81,0,0,0,DECLINING
5574,REG2022ME05574,1,2022,73.46,17.74,80.47,58.63,7.0,7.0,,,0,0,0,STABLE
5574,REG2022ME05574,2,2022,81.67,19.5,76.29,63.75,8.29,7.62,7.0,7.0,0,0,0,IMPROVING
5574,REG2022ME05574,3,2023,77.62,11.01,83.29,47.33,7.83,7.68,8.29,7.62,0,0,0,DECLINING
5574,REG2022ME05574,4,2023,72.24,16.97,85.22,57.91,6.4,7.34,7.83,7.68,0,0,0,DECLINING
5574,REG2022ME05574,5,2024,78.02,10.67,81.66,54.69,7.0,7.28,6.4,7.34,0,0,0,IMPROVING
5574,REG2022ME05574,6,2024,69.15,17.88,89.21,50.79,6.29,7.11,7.0,7.28,0,0,2,DECLINING
5574,REG2022ME05574,7,2025,84.7,13.0,87.88,64.14,7.4,7.14,6.29,7.11,0,0,1,IMPROVING
5574,REG2022ME05574,8,2025,71.42,21.36,80.68,47.84,7.31,7.17,7.4,7.14,0,0,0,STABLE
5575,REG2021EEE05575,1,2021,73.31,9.12,71.29,71.07,7.92,7.92,,,0,0,0,STABLE
5575,REG2021EEE05575,2,2021,72.66,11.77,57.28,69.55,9.0,8.48,7.92,7.92,0,0,0,IMPROVING
5575,REG2021EEE05575,3,2022,85.01,14.2,76.32,78.14,8.31,8.43,9.0,8.48,0,0,0,DECLINING
5575,REG2021EEE05575,4,2022,65.49,13.04,67.31,71.42,9.0,8.55,8.31,8.43,0,0,0,IMPROVING
5575,REG2021EEE05575,5,2023,76.73,9.39,85.04,87.95,8.31,8.5,9.0,8.55,0,0,0,DECLINING
5575,REG2021EEE05575,6,2023,73.22,6.81,77.54,79.0,7.15,8.27,8.31,8.5,0,0,0,DECLINING
5575,REG2021EEE05575,7,2024,77.1,12.38,85.41,63.35,9.08,8.38,7.15,8.27,0,0,0,IMPROVING
5575,REG2021EEE05575,8,2024,81.49,19.39,81.82,85.0,8.93,8.46,9.08,8.38,0,0,0,STABLE
5576,REG2020CE05576,1,2020,53.82,15.78,75.33,78.81,9.53,9.53,,,0,0,0,STABLE
5576,REG2020CE05576,2,2020,58.52,16.92,72.62,93.66,9.8,9.67,9.53,9.53,0,0,0,STABLE
5576,REG2020CE05576,3,2021,54.06,15.44,84.67,96.51,9.0,9.48,9.8,9.67,0,0,0,DECLINING
5576,REG2020CE05576,4,2021,55.35,13.1,82.81,100.0,10.0,9.58,9.0,9.48,0,0,0,IMPROVING
5576,REG2020CE05576,5,2022,54.53,15.49,78.68,91.9,9.5,9.57,10.0,9.58,0,0,0,DECLINING
5576,REG2020CE05576,6,2022,68.85,17.98,77.82,92.21,9.79,9.61,9.5,9.57,0,0,0,STABLE
5576,REG2020CE05576,7,2023,63.63,13.45,85.75,100.0,9.67,9.61,9.79,9.61,0,0,0,STABLE
5576,REG2020CE05576,8,2023,72.41,23.51,79.62,89.68,9.5,9.6,9.67,9.61,0,0,0,STABLE
5577,REG2022CE05577,1,2022,58.91,21.32,89.66,58.73,7.2,7.2,,,0,0,1,STABLE
5577,REG2022CE05577,2,2022,57.69,8.74,79.57,61.91,5.67,6.43,7.2,7.2,0,0,5,DECLINING
5577,REG2022CE05577,3,2023,49.11,19.17,72.14,45.15,4.75,5.95,5.67,6.43,1,1,2,DECLINING
5577,REG2022CE05577,4,2023,69.72,18.87,82.65,59.26,7.64,6.3,4.75,5.95,1,0,0,IMPROVING
5577,REG2022CE05577,5,2024,61.77,17.21,86.76,69.29,7.25,6.48,7.64,6.3,1,0,0,DECLINING
5577,REG2022CE05577,6,2024,41.37,23.31,80.39,49.54,7.79,6.71,7.25,6.48,1,0,0,IMPROVING
5577,REG2022CE05577,7,2025,45.3,21.1,78.83,59.44,7.33,6.77,7.79,6.71,1,0,2,DECLINING
5577,REG2022CE05577,8,2025,48.38,20.27,73.65,50.41,6.58,6.75,7.33,6.77,1,0,1,DECLINING
5578,REG2022CSE05578,1,2022,52.21,15.55,69.32,64.1,7.73,7.73,,,0,0,0,STABLE
5578,REG2022CSE05578,2,2022,64.12,14.73,91.93,84.86,8.29,8.04,7.73,7.73,0,0,0,IMPROVING
5578,REG2022CSE05578,3,2023,61.18,12.13,61.25,69.84,8.45,8.17,8.29,8.04,0,0,1,STABLE
5578,REG2022CSE05578,4,2023,57.11,13.76,83.55,81.34,8.4,8.24,8.45,8.17,0,0,0,STABLE
5578,REG2022CSE05578,5,2024,61.17,15.43,78.22,57.13,9.14,8.43,8.4,8.24,0,0,0,IMPROVING
5578,REG2022CSE05578,6,2024,66.26,16.63,80.06,65.36,8.71,8.48,9.14,8.43,0,0,0,DECLINING
5578,REG2022CSE05578,7,2025,64.31,8.48,82.79,64.19,8.75,8.51,8.71,8.48,0,0,0,STABLE
5578,REG2022CSE05578,8,2025,57.12,12.09,62.33,78.24,7.62,8.39,8.75,8.51,0,0,1,DECLINING
5579,REG2023CE05579,1,2023,85.07,9.64,70.23,97.6,9.07,9.07,,,0,0,0,STABLE
5579,REG2023CE05579,2,2023,80.07,6.69,92.27,84.85,8.67,8.87,9.07,9.07,0,0,0,DECLINING
5579,REG2023CE05579,3,2024,92.36,8.77,74.69,76.78,7.5,8.48,8.67,8.87,0,0,1,DECLINING
5579,REG2023CE05579,4,2024,76.37,12.36,79.0,80.5,9.27,8.64,7.5,8.48,0,0,0,IMPROVING
5579,REG2023CE05579,5,2025,83.57,11.24,79.15,100.0,8.75,8.66,9.27,8.64,0,0,0,DECLINING
5579,REG2023CE05579,6,2025,87.5,10.26,77.12,72.52,8.36,8.61,8.75,8.66,0,0,1,DECLINING
5579,REG2023CE05579,7,2026,78.32,11.29,57.76,71.48,9.0,8.65,8.36,8.61,0,0,0,IMPROVING
5579,REG2023CE05579,8,2026,76.07,2.0,57.18,86.34,8.08,8.58,9.0,8.65,0,0,0,DECLINING
5580,REG2021ME05580,3,2022,84.16,10.42,72.02,91.67,8.58,8.58,,,0,0,0,STABLE
5580,REG2021ME05580,4,2022,70.62,9.27,64.04,85.67,7.0,7.7,8.58,8.58,1,1,1,DECLINING
5580,REG2021ME05580,5,2023,69.61,10.34,71.01,78.76,8.0,7.79,7.0,7.7,1,0,0,IMPROVING
5580,REG2021ME05580,6,2023,76.66,16.7,88.61,84.7,9.36,8.21,8.0,7.79,1,0,0,IMPROVING
5580,REG2021ME05580,7,2024,77.01,9.46,84.38,80.17,8.3,8.23,9.36,8.21,1,0,0,DECLINING
5580,REG2021ME05580,8,2024,78.94,12.71,69.04,62.5,8.25,8.23,8.3,8.23,1,0,1,STABLE
5581,REG2022EEE05581,1,2022,81.41,31.99,100.0,65.45,8.62,8.62,,,0,0,0,STABLE
5581,REG2022EEE05581,2,2022,95.83,31.61,100.0,56.41,7.86,8.22,8.62,8.62,0,0,0,DECLINING
5581,REG2022EEE05581,3,2023,85.71,33.65,100.0,37.47,8.31,8.25,7.86,8.22,0,0,0,IMPROVING
5581,REG2022EEE05581,4,2023,87.79,24.2,100.0,38.61,7.64,8.12,8.31,8.25,0,0,0,DECLINING
5581,REG2022EEE05581,5,2024,100.0,32.36,100.0,57.84,8.54,8.2,7.64,8.12,0,0,0,IMPROVING
5581,REG2022EEE05581,6,2024,90.65,34.58,100.0,76.61,8.15,8.19,8.54,8.2,0,0,0,DECLINING
5581,REG2022EEE05581,7,2025,93.43,32.53,100.0,53.91,7.92,8.16,8.15,8.19,0,0,0,STABLE
5581,REG2022EEE05581,8,2025,98.73,26.6,100.0,43.74,8.4,8.19,7.92,8.16,0,0,0,IMPROVING
5582,REG2021CSE05582,1,2021,100.0,22.88,85.53,58.33,8.91,8.91,,,0,0,0,STABLE
5582,REG2021CSE05582,2,2021,100.0,17.91,94.07,70.17,9.14,9.04,8.91,8.91,0,0,0,STABLE
5582,REG2021CSE05582,3,2022,100.0,26.03,96.34,79.08,8.91,9.0,9.14,9.04,0,0,0,STABLE
5582,REG2021CSE05582,4,2022,99.04,16.21,85.66,84.81,9.0,9.0,8.91,9.0,0,0,0,STABLE
5582,REG2021CSE05582,5,2023,94.59,16.62,100.0,84.84,9.14,9.03,9.0,9.0,0,0,0,STABLE
5582,REG2021CSE05582,6,2023,94.65,18.24,76.81,99.28,8.86,9.0,9.14,9.03,0,0,0,STABLE
5582,REG2021CSE05582,7,2024,99.44,18.14,93.55,55.15,8.75,8.98,8.86,9.0,0,0,0,STABLE
5582,REG2021CSE05582,8,2024,85.81,21.54,88.15,64.69,8.31,8.89,8.75,8.98,0,0,0,DECLINING
5583,REG2021CE05583,3,2022,82.66,17.9,69.86,92.81,9.75,9.75,,,0,0,0,STABLE
5583,REG2021CE05583,4,2022,86.61,22.48,79.36,100.0,10.0,9.87,9.75,9.75,0,0,0,STABLE
5583,REG2021CE05583,5,2023,100.0,16.6,76.65,100.0,7.5,9.06,10.0,9.87,0,0,2,DECLINING
5583,REG2021CE05583,6,2023,95.17,20.44,80.98,100.0,10.0,9.33,7.5,9.06,0,0,0,IMPROVING
5583,REG2021CE05583,7,2024,84.84,14.24,72.54,100.0,9.33,9.33,10.0,9.33,0,0,0,DECLINING
5583,REG2021CE05583,8,2024,90.54,20.77,93.7,100.0,10.0,9.44,9.33,9.33,0,0,0,IMPROVING
5584,REG2021ECE05584,1,2021,78.5,8.06,72.7,84.9,8.75,8.75,,,0,0,0,STABLE
5584,REG2021ECE05584,2,2021,68.34,12.48,68.65,65.56,8.93,8.85,8.75,8.75,0,0,0,STABLE
5584,REG2021ECE05584,3,2022,68.99,12.5,64.67,84.52,8.67,8.8,8.93,8.85,0,0,0,STABLE
5584,REG2021ECE05584,4,2022,83.01,19.09,85.37,74.66,9.0,8.85,8.67,8.8,0,0,0,IMPROVING
5584,REG2021ECE05584,5,2023,67.91,8.49,77.38,74.34,8.07,8.67,9.0,8.85,0,0,0,DECLINING
5584,REG2021ECE05584,6,2023,61.27,4.94,73.54,67.42,8.09,8.58,8.07,8.67,0,0,0,STABLE
5584,REG2021ECE05584,7,2024,74.26,9.34,93.79,74.17,8.92,8.63,8.09,8.58,0,0,0,IMPROVING
5584,REG2021ECE05584,8,2024,55.03,16.43,60.52,71.82,9.15,8.7,8.92,8.63,0,0,0,STABLE
5585,REG2022CSE05585,1,2022,60.81,27.16,84.22,81.54,8.73,8.73,,,0,0,0,STABLE
5585,REG2022CSE05585,2,2022,64.17,20.23,95.56,92.08,9.36,9.08,8.73,8.73,0,0,0,IMPROVING
5585,REG2022CSE05585,3,2023,58.36,19.99,87.55,66.65,8.73,8.97,9.36,9.08,0,0,0,DECLINING
5585,REG2022CSE05585,4,2023,64.78,18.78,86.33,72.19,9.6,9.16,8.73,8.97,0,0,0,IMPROVING
5585,REG2022CSE05585,5,2024,63.66,26.21,83.58,90.33,9.14,9.15,9.6,9.16,0,0,0,DECLINING
5585,REG2022CSE05585,6,2024,64.58,20.09,78.05,86.75,9.0,9.13,9.14,9.15,0,0,0,STABLE
5585,REG2022CSE05585,7,2025,52.32,20.12,92.37,54.98,8.25,9.05,9.0,9.13,0,0,0,DECLINING
5585,REG2022CSE05585,8,2025,67.57,18.91,89.73,80.31,9.54,9.11,8.25,9.05,0,0,0,IMPROVING
5586,REG2023ECE05586,3,2024,74.24,11.58,90.6,60.11,7.22,7.22,,,0,0,0,STABLE
5586,REG2023ECE05586,4,2024,74.23,14.21,98.31,82.64,8.25,7.81,7.22,7.22,0,0,0,IMPROVING
5586,REG2023ECE05586,5,2025,75.7,8.54,90.69,46.33,7.57,7.71,8.25,7.81,0,0,0,DECLINING
5586,REG2023ECE05586,6,2025,73.96,11.47,77.28,71.07,6.91,7.52,7.57,7.71,0,0,0,DECLINING
5586,REG2023ECE05586,7,2026,75.03,16.32,84.04,78.36,8.0,7.62,6.91,7.52,0,0,0,IMPROVING
5586,REG2023ECE05586,8,2026,77.77,12.23,76.2,60.18,7.38,7.58,8.0,7.62,0,0,0,DECLINING
5587,REG2022CSE05587,1,2022,63.61,12.41,57.67,36.66,4.36,4.36,,,1,1,5,STABLE
5587,REG2022CSE05587,2,2022,63.55,12.82,59.27,49.54,6.43,5.52,4.36,4.36,1,0,1,IMPROVING
5587,REG2022CSE05587,3,2023,56.46,18.81,67.78,42.44,6.18,5.72,6.43,5.52,1,0,3,STABLE
5587,REG2022CSE05587,4,2023,66.51,11.19,68.29,20.27,5.2,5.57,6.18,5.72,2,1,2,DECLINING
5587,REG2022CSE05587,5,2024,63.38,8.93,74.44,24.54,4.57,5.35,5.2,5.57,3,1,4,DECLINING
5587,REG2022CSE05587,6,2024,59.54,6.76,57.14,23.43,5.14,5.32,4.57,5.35,4,1,3,IMPROVING
5587,REG2022CSE05587,7,2025,60.6,10.64,76.85,62.66,4.38,5.23,5.14,5.32,5,1,1,DECLINING
5587,REG2022CSE05587,8,2025,62.77,8.79,77.18,44.18,4.62,5.15,4.38,5.23,6,1,3,STABLE
5588,REG2021ME05588,1,2021,94.65,24.75,94.15,78.03,10.0,10.0,,,0,0,0,STABLE
5588,REG2021ME05588,2,2021,68.06,23.12,100.0,95.06,9.36,9.69,10.0,10.0,0,0,0,DECLINING
5588,REG2021ME05588,3,2022,84.34,23.82,100.0,93.82,10.0,9.78,9.36,9.69,0,0,0,IMPROVING
5588,REG2021ME05588,4,2022,85.29,24.24,99.69,81.13,9.8,9.79,10.0,9.78,0,0,0,STABLE
5588,REG2021ME05588,5,2023,80.73,10.21,98.42,92.11,9.27,9.7,9.8,9.79,0,0,0,DECLINING
5588,REG2021ME05588,6,2023,93.31,19.65,95.14,78.37,9.57,9.68,9.27,9.7,0,0,0,STABLE
5588,REG2021ME05588,7,2024,84.03,23.35,88.4,70.99,9.5,9.66,9.57,9.68,0,0,0,STABLE
5588,REG2021ME05588,8,2024,77.72,24.66,85.83,81.12,9.44,9.63,9.5,9.66,0,0,0,STABLE
5589,REG2021CSE05589,1,2021,55.26,27.43,89.46,77.96,9.27,9.27,,,0,0,0,STABLE
5589,REG2021CSE05589,2,2021,59.9,22.12,97.04,74.63,9.36,9.32,9.27,9.27,0,0,0,STABLE
5589,REG2021CSE05589,3,2022,59.97,13.72,80.23,61.84,6.82,8.56,9.36,9.32,0,0,1,DECLINING
5589,REG2021CSE05589,4,2022,50.08,28.35,99.42,84.06,8.4,8.51,6.82,8.56,0,0,0,IMPROVING
5589,REG2021CSE05589,5,2023,50.54,26.0,97.04,82.26,9.0,8.62,8.4,8.51,0,0,0,IMPROVING
5589,REG2021CSE05589,6,2023,69.47,24.6,100.0,68.8,8.79,8.65,9.0,8.62,0,0,0,STABLE
5589,REG2021CSE05589,7,2024,56.62,28.0,95.38,94.57,8.62,8.64,8.79,8.65,0,0,0,STABLE
5589,REG2021CSE05589,8,2024,56.94,28.05,93.53,66.49,8.77,8.66,8.62,8.64,0,0,0,STABLE
5590,REG2020CE05590,1,2020,75.24,18.92,93.88,100.0,9.67,9.67,,,0,0,0,STABLE
5590,REG2020CE05590,2,2020,84.62,29.33,86.73,86.39,10.0,9.83,9.67,9.67,0,0,0,IMPROVING
5590,REG2020CE05590,3,2021,81.15,23.38,97.8,88.9,10.0,9.88,10.0,9.83,0,0,0,STABLE
5590,REG2020CE05590,4,2021,71.59,26.89,82.87,78.23,10.0,9.91,10.0,9.88,0,0,0,STABLE
5590,REG2020CE05590,5,2022,92.35,21.47,100.0,100.0,10.0,9.92,10.0,9.91,0,0,0,STABLE
5590,REG2020CE05590,6,2022,92.37,17.46,85.76,100.0,10.0,9.94,10.0,9.92,0,0,0,STABLE
5590,REG2020CE05590,7,2023,82.2,24.23,90.91,100.0,9.67,9.91,10.0,9.94,0,0,0,DECLINING
5590,REG2020CE05590,8,2023,90.48,25.9,100.0,96.45,10.0,9.92,9.67,9.91,0,0,0,IMPROVING
5591,REG2021CSE05591,1,2021,70.16,22.98,93.26,93.2,8.64,8.64,,,0,0,0,STABLE
5591,REG2021CSE05591,2,2021,75.11,18.81,92.23,82.92,7.79,8.16,8.64,8.64,0,0,0,DECLINING
5591,REG2021CSE05591,3,2022,80.51,23.95,91.61,67.21,8.82,8.36,7.79,8.16,0,0,0,IMPROVING
5591,REG2021CSE05591,4,2022,65.12,20.34,81.43,51.84,8.0,8.25,8.82,8.36,0,0,0,DECLINING
5591,REG2021CSE05591,5,2023,52.45,20.64,69.7,60.24,8.57,8.32,8.0,8.25,0,0,0,IMPROVING
5591,REG2021CSE05591,6,2023,78.93,33.49,100.0,89.5,9.14,8.47,8.57,8.32,0,0,0,IMPROVING
5591,REG2021CSE05591,7,2024,58.07,27.12,94.3,77.23,9.25,8.54,9.14,8.47,0,0,1,STABLE
5591,REG2021CSE05591,8,2024,71.13,21.09,80.35,69.58,8.0,8.47,9.25,8.54,0,0,0,DECLINING
5592,REG2022CE05592,1,2022,68.0,21.64,75.49,91.88,9.67,9.67,,,0,0,0,STABLE
5592,REG2022CE05592,2,2022,76.06,17.26,100.0,90.64,9.8,9.73,9.67,9.67,0,0,0,STABLE
5592,REG2022CE05592,3,2023,66.11,15.85,81.83,83.86,9.75,9.74,9.8,9.73,0,0,0,STABLE
5592,REG2022CE05592,4,2023,65.86,16.44,80.75,75.11,9.82,9.75,9.75,9.74,0,0,0,STABLE
5592,REG2022CE05592,5,2024,63.03,23.66,81.02,100.0,10.0,9.8,9.82,9.75,0,0,0,STABLE
5592,REG2022CE05592,6,2024,68.54,20.9,81.16,98.73,9.57,9.76,10.0,9.8,0,0,0,DECLINING
5592,REG2022CE05592,7,2025,74.59,17.24,79.25,97.15,9.33,9.72,9.57,9.76,0,0,0,STABLE
5592,REG2022CE05592,8,2025,70.53,26.41,83.77,77.02,9.75,9.72,9.33,9.72,0,0,0,IMPROVING
5593,REG2021ME05593,1,2021,79.79,13.66,89.97,86.73,9.6,9.6,,,0,0,0,STABLE
5593,REG2021ME05593,2,2021,99.42,13.29,85.63,96.75,9.79,9.69,9.6,9.6,0,0,0,STABLE
5593,REG2021ME05593,3,2022,86.39,16.8,78.22,75.37,9.75,9.71,9.79,9.69,0,0,0,STABLE
5593,REG2021ME05593,4,2022,69.27,9.87,78.55,91.16,9.4,9.62,9.75,9.71,0,0,0,DECLINING
5593,REG2021ME05593,5,2023,71.15,17.61,79.39,83.01,9.73,9.64,9.4,9.62,0,0,0,IMPROVING
5593,REG2021ME05593,6,2023,77.9,16.7,59.03,88.1,10.0,9.7,9.73,9.64,0,0,0,STABLE
5593,REG2021ME05593,7,2024,82.1,20.1,76.77,100.0,10.0,9.74,10.0,9.7,0,0,0,STABLE
5593,REG2021ME05593,8,2024,78.55,17.16,67.32,100.0,9.81,9.75,10.0,9.74,0,0,0,STABLE
5594,REG2021ME05594,1,2021,69.67,6.64,75.29,73.92,7.27,7.27,,,0,0,0,STABLE
5594,REG2021ME05594,2,2021,54.44,5.82,70.98,58.13,7.5,7.38,7.27,7.27,0,0,0,STABLE
5594,REG2021ME05594,3,2022,51.33,18.18,66.03,64.7,8.17,7.61,7.5,7.38,0,0,0,IMPROVING
5594,REG2021ME05594,4,2022,58.44,13.57,75.31,62.47,7.6,7.61,8.17,7.61,0,0,0,DECLINING
5594,REG2021ME05594,5,2023,62.17,10.16,99.3,88.78,7.82,7.64,7.6,7.61,0,0,0,STABLE
5594,REG2021ME05594,6,2023,60.87,12.82,75.32,75.1,7.07,7.54,7.82,7.64,0,0,0,DECLINING
5594,REG2021ME05594,7,2024,59.92,15.45,72.4,67.1,7.9,7.58,7.07,7.54,0,0,0,IMPROVING
5594,REG2021ME05594,8,2024,60.11,16.26,66.95,82.31,7.81,7.62,7.9,7.58,0,0,0,STABLE
5595,REG2022ECE05595,1,2022,80.7,18.4,100.0,56.99,6.25,6.25,,,0,0,3,STABLE
5595,REG2022ECE05595,2,2022,79.09,25.11,91.7,46.32,5.29,5.73,6.25,6.25,1,1,2,DECLINING
5595,REG2022ECE05595,3,2023,81.11,23.94,100.0,44.58,6.22,5.86,5.29,5.73,2,1,2,IMPROVING
5595,REG2022ECE05595,4,2023,79.6,17.45,100.0,46.32,6.5,6.02,6.22,5.86,2,0,1,STABLE
5595,REG2022ECE05595,5,2024,80.47,31.35,90.57,37.86,6.79,6.2,6.5,6.02,2,0,1,STABLE
5595,REG2022ECE05595,6,2024,63.03,23.69,100.0,45.01,5.73,6.12,6.79,6.2,2,0,3,DECLINING
5595,REG2022ECE05595,7,2025,78.46,29.43,100.0,50.2,7.08,6.26,5.73,6.12,2,0,1,IMPROVING
5595,REG2022ECE05595,8,2025,85.1,18.67,100.0,38.03,6.46,6.29,7.08,6.26,2,0,1,DECLINING
5596,REG2022ECE05596,1,2022,54.17,12.7,73.67,61.97,7.25,7.25,,,0,0,0,STABLE
5596,REG2022ECE05596,2,2022,47.38,17.8,55.86,69.1,7.57,7.42,7.25,7.25,0,0,0,IMPROVING
5596,REG2022ECE05596,3,2023,51.26,11.23,62.65,59.55,6.67,7.23,7.57,7.42,0,0,2,DECLINING
5596,REG2022ECE05596,4,2023,59.99,8.56,77.97,60.9,7.5,7.3,6.67,7.23,0,0,0,IMPROVING
5596,REG2022ECE05596,5,2024,52.26,9.11,70.84,63.15,5.29,6.84,7.5,7.3,1,1,2,DECLINING
5596,REG2022ECE05596,6,2024,55.66,12.27,84.21,82.5,7.27,6.9,5.29,6.84,1,0,1,IMPROVING
5596,REG2022ECE05596,7,2025,59.44,15.02,88.3,69.72,5.67,6.73,7.27,6.9,2,1,1,DECLINING
5596,REG2022ECE05596,8,2025,55.56,10.05,73.65,41.71,7.69,6.86,5.67,6.73,2,0,0,IMPROVING
5597,REG2020CE05597,1,2020,68.04,19.21,91.73,58.54,8.87,8.87,,,0,0,0,STABLE
5597,REG2020CE05597,2,2020,71.71,15.69,93.69,77.65,8.33,8.6,8.87,8.87,0,0,0,DECLINING
5597,REG2020CE05597,3,2021,63.25,19.32,83.91,63.23,8.5,8.57,8.33,8.6,0,0,0,STABLE
5597,REG2020CE05597,4,2021,76.88,12.59,84.27,64.65,8.18,8.49,8.5,8.57,0,0,0,DECLINING
5597,REG2020CE05597,5,2022,76.58,15.18,86.09,63.49,8.0,8.4,8.18,8.49,0,0,0,STABLE
5597,REG2020CE05597,6,2022,68.12,15.02,73.83,72.3,8.57,8.43,8.0,8.4,0,0,0,IMPROVING
5597,REG2020CE05597,7,2023,64.28,10.91,71.34,77.36,9.33,8.52,8.57,8.43,0,0,0,IMPROVING
5597,REG2020CE05597,8,2023,66.6,20.34,92.57,90.13,8.83,8.56,9.33,8.52,0,0,0,DECLINING
5598,REG2021CE05598,1,2021,68.68,29.1,87.9,76.67,8.07,8.07,,,0,0,0,STABLE
5598,REG2021CE05598,2,2021,67.8,20.88,100.0,63.57,8.07,8.07,8.07,8.07,0,0,0,STABLE
5598,REG2021CE05598,3,2022,65.56,19.79,100.0,69.54,8.25,8.12,8.07,8.07,0,0,0,STABLE
5598,REG2021CE05598,4,2022,70.54,15.75,95.9,53.58,7.82,8.06,8.25,8.12,0,0,0,DECLINING
5598,REG2021CE05598,5,2023,82.11,23.55,91.89,83.92,8.5,8.14,7.82,8.06,0,0,0,IMPROVING
5598,REG2021CE05598,6,2023,83.45,27.52,92.65,71.65,8.79,8.25,8.5,8.14,0,0,0,STABLE
5598,REG2021CE05598,7,2024,75.91,13.01,77.54,59.78,8.0,8.23,8.79,8.25,0,0,0,DECLINING
5598,REG2021CE05598,8,2024,76.61,26.84,90.55,54.4,9.42,8.37,8.0,8.23,0,0,0,IMPROVING
5599,REG2021ECE05599,1,2021,60.22,8.32,85.25,80.32,8.5,8.5,,,0,0,0,STABLE
5599,REG2021ECE05599,2,2021,75.9,12.31,73.98,63.44,9.14,8.85,8.5,8.5,0,0,0,IMPROVING
5599,REG2021ECE05599,3,2022,71.94,15.22,72.0,100.0,9.67,9.06,9.14,8.85,0,0,0,IMPROVING
5599,REG2021ECE05599,4,2022,76.81,13.99,54.72,73.63,9.5,9.17,9.67,9.06,0,0,0,STABLE
5599,REG2021ECE05599,5,2023,80.85,12.69,82.97,88.87,8.79,9.08,9.5,9.17,0,0,0,DECLINING
5599,REG2021ECE05599,6,2023,75.51,10.26,56.74,81.07,8.64,9.01,8.79,9.08,0,0,0,STABLE
